,date,bidhigh,bidlow,bidclose,bidopen,tickqty,timeframe,ema_200,ema_100,ema_80,peaks_min,peaks_max,median_max,median_min,channel_width_pips,channel_breakout_up,channel_breakout_down,signal,valid_signal
3417,202509302238,0.66132,0.66131,0.66132,0.66131,11,m1,0.661303558424734,0.6612620407245899,0.6612673611815991,0,0,0.661303558424734,0.6612673611815991,0.4,1,0,1,1
3418,202509302239,0.66132,0.66129,0.66132,0.66132,24,m1,0.6613037220224979,0.6612631884330139,0.6612686609055102,0,0,0.6613037220224979,0.6612686609055102,0.4,1,0,1,1
3419,202509302240,0.66132,0.6613,0.6613,0.66132,6,m1,0.6613036849874482,0.6612639173749344,0.6612694347103123,0,0,0.6613036849874482,0.6612694347103123,0.3,0,0,0,0
3420,202509302241,0.66131,0.66127,0.66131,0.6613,19,m1,0.661303747823394,0.6612648299021634,0.6612704363224033,0,0,0.661303747823394,0.6612704363224033,0.3,1,0,1,1
3421,202509302242,0.66131,0.66128,0.66129,0.66131,14,m1,0.6613036110291314,0.6612653283199423,0.6612709193761712,0,0,0.6613036110291314,0.6612709193761712,0.3,0,0,0,0
3422,202509302243,0.6613,0.66128,0.6613,0.66129,7,m1,0.6613035750984934,0.6612660148878642,0.6612716374162657,0,0,0.6613035750984934,0.6612716374162657,0.3,0,0,0,0
3423,202509302244,0.66132,0.66129,0.66131,0.6613,14,m1,0.6613036390278616,0.6612668858801837,0.6612725846405554,0,0,0.6613036390278616,0.6612725846405554,0.3,1,0,1,1
3424,202509302245,0.66134,0.6613,0.66131,0.66131,24,m1,0.6613037023211167,0.6612677396251305,0.661273508476591,0,0,0.6613037023211167,0.661273508476591,0.3,1,0,1,1
3425,202509302246,0.66133,0.66131,0.66132,0.66131,12,m1,0.6613038644870757,0.6612687744840388,0.6612746564154406,0,0,0.6613038644870757,0.6612746564154406,0.3,1,0,1,1
3426,202509302247,0.66137,0.6613,0.66132,0.66132,36,m1,0.6613040250394431,0.6612697888506914,0.661275776010121,0,0,0.6613040250394431,0.661275776010121,0.3,1,0,1,1
